Player,Nation,Pos,Age,Team,League,Min,90s,Gls,Ast,per_90_Gls,per_90_Ast,SoT,Crs,TklW,Int,CrdY,CrdR,Saves,CS,GA,Lig_Puani,Takim_Puani,Lig_Max_90s,oynanabilirlik_skoru,Zorluk_Seviyesi
Gustav Isaksen,DEN,FW,24.0,Lazio,ITA-Serie A,1593,17.7,5,1,0.28,0.06,19,32,8,7,0,0,0.0,0.0,0.0,90,75,48.28,60.75,Zor
Guéla Doué,CIV,"DF,MF",22.0,Strasbourg,FRA-Ligue 1,2061,22.9,2,6,0.09,0.26,5,52,38,27,3,0,0.0,0.0,0.0,85,40,34.0,36.08,Zor
Gvidas Gineitis,LTU,MF,21.0,Torino,ITA-Serie A,1756,19.51,0,1,0.0,0.05,5,64,28,23,5,0,0.0,0.0,0.0,90,40,48.28,32.85,Zor
Gökhan Değirmenci,TUR,GK,36.0,Kocaelispor,TUR-Super Lig,855,9.5,0,0,0.0,0.0,0,0,0,1,1,0,21.0,3.0,14.0,90,40,34.0,31.35,Zor
Gökhan Sazdağı,TUR,DF,30.0,Beşiktaş,TUR-Super Lig,1575,17.5,0,0,0.0,0.0,1,51,28,22,5,0,0.0,0.0,0.0,90,100,34.0,85.44,Kolay
Göktan Gürpüz,GER,MF,22.0,Gençlerbirliği,TUR-Super Lig,1920,21.33,0,5,0.0,0.23,3,103,18,13,2,0,0.0,0.0,0.0,90,40,34.0,35.53,Zor
Güven Yalçın,TUR,"FW,MF",26.0,Alanyaspor,TUR-Super Lig,999,11.1,8,0,0.72,0.0,13,8,0,5,2,0,0.0,0.0,0.0,90,40,34.0,31.92,Zor
Habib Diallo,SEN,FW,30.0,Metz,FRA-Ligue 1,1909,21.21,4,1,0.19,0.05,12,4,5,2,0,0,0.0,0.0,0.0,85,40,34.0,35.49,Zor
Habib Diarra,SEN,MF,21.0,Sunderland,ENG-Premier League,1405,15.61,2,2,0.13,0.13,8,32,7,4,6,0,0.0,0.0,0.0,100,40,38.0,32.93,Zor
Habib Keita,MLI,MF,23.0,Kocaelispor,TUR-Super Lig,2042,22.69,1,2,0.04,0.09,3,12,22,16,4,0,0.0,0.0,0.0,90,40,34.0,36.01,Zor
Haissem Hassan,EGY,"MF,FW",23.0,Oviedo,ESP-La Liga,1942,21.58,0,3,0.0,0.14,8,113,26,6,1,0,0.0,0.0,0.0,95,40,38.0,34.81,Zor
Hakan Çalhanoğlu,TUR,MF,31.0,Inter,ITA-Serie A,1639,18.21,9,4,0.49,0.22,17,86,17,19,7,0,0.0,0.0,0.0,90,95,48.28,77.25,Orta
Halil Dervişoğlu,TUR,FW,25.0,Rizespor,TUR-Super Lig,859,9.54,1,0,0.1,0.0,2,0,5,4,4,0,0.0,0.0,0.0,90,40,34.0,31.37,Zor
Hamari Traoré,MLI,DF,33.0,Paris FC,FRA-Ligue 1,1150,12.78,0,1,0.0,0.08,0,27,22,18,4,0,0.0,0.0,0.0,85,40,34.0,32.51,Zor
Han-Noah Massengo,FRA,MF,24.0,Augsburg,GER-Bundesliga,2427,26.97,2,1,0.07,0.04,6,17,18,36,5,0,0.0,0.0,0.0,90,40,34.0,37.52,Zor
Hannes Behrens,GER,"DF,MF",20.0,Heidenheim,GER-Bundesliga,1318,14.64,1,2,0.07,0.14,4,59,18,18,0,0,0.0,0.0,0.0,90,40,34.0,33.17,Zor
Hannibal Mejbri,TUN,MF,22.0,Burnley,ENG-Premier League,1229,13.66,1,4,0.07,0.29,5,30,17,7,10,0,0.0,0.0,0.0,100,40,38.0,32.31,Zor
Hans Nicolussi Caviglia,ITA,MF,25.0,Parma,ITA-Serie A,1454,16.16,0,4,0.0,0.25,3,53,15,6,4,0,0.0,0.0,0.0,90,40,48.28,32.02,Zor
Haris Belkebla,ALG,MF,31.0,Angers,FRA-Ligue 1,2875,31.94,0,0,0.0,0.0,0,5,44,30,7,0,0.0,0.0,0.0,85,40,34.0,39.27,Zor
Haris Tabaković,BIH,FW,31.0,Gladbach,GER-Bundesliga,2382,26.47,13,3,0.49,0.11,27,2,6,0,5,0,0.0,0.0,0.0,90,40,34.0,37.34,Zor
Harry Kane,ENG,"FW,MF",32.0,Bayern Munich,GER-Bundesliga,2377,26.41,36,5,1.36,0.19,67,12,13,8,1,0,0.0,0.0,0.0,90,100,34.0,93.3,Kolay
Harry Maguire,ENG,DF,32.0,Manchester Utd,ENG-Premier League,1653,18.37,1,2,0.05,0.11,4,4,17,12,3,1,0.0,0.0,0.0,100,85,38.0,71.83,Zor
Harry Wilson,WAL,MF,28.0,Fulham,ENG-Premier League,2673,29.7,10,7,0.34,0.24,25,115,19,16,7,0,0.0,0.0,0.0,100,40,38.0,37.38,Zor
Harvey Barnes,ENG,"FW,MF",27.0,Newcastle,ENG-Premier League,1966,21.84,7,1,0.32,0.05,21,74,5,3,1,0,0.0,0.0,0.0,100,75,38.0,65.43,Zor
Hassane Kamara,CIV,"MF,DF",31.0,Udinese,ITA-Serie A,1861,20.68,0,2,0.0,0.1,5,81,20,25,5,0,0.0,0.0,0.0,90,40,48.28,33.14,Zor
Hauke Wahl,GER,DF,31.0,St Pauli,GER-Bundesliga,2592,28.8,2,1,0.07,0.03,4,12,32,31,1,0,0.0,0.0,0.0,90,40,34.0,38.16,Zor
Henrik Meister,DEN,FW,21.0,Pisa,ITA-Serie A,1515,16.83,2,0,0.12,0.0,8,1,3,1,2,0,0.0,0.0,0.0,90,40,48.28,32.18,Zor
Henrikh Mkhitaryan,ARM,MF,36.0,Inter,ITA-Serie A,1560,17.33,4,1,0.23,0.06,14,42,27,15,5,0,0.0,0.0,0.0,90,95,48.28,76.73,Orta
Heorhii Tsitaishvili,GEO,"MF,DF",24.0,Metz,FRA-Ligue 1,2449,27.21,3,2,0.11,0.07,8,160,12,14,3,0,0.0,0.0,0.0,85,40,34.0,37.6,Zor
Hervé Koffi,BFA,GK,28.0,Angers,FRA-Ligue 1,2658,29.53,0,0,0.0,0.0,0,0,2,0,1,0,120.0,10.0,36.0,85,40,34.0,38.42,Zor
Hicham Boudaoui,ALG,MF,25.0,Nice,FRA-Ligue 1,1694,18.82,1,2,0.05,0.11,9,19,16,18,5,0,0.0,0.0,0.0,85,40,34.0,34.64,Zor
Himad Abdelli,ALG,MF,25.0,Angers,FRA-Ligue 1,1081,12.01,2,0,0.17,0.0,6,10,18,15,2,0,0.0,0.0,0.0,85,40,34.0,32.24,Zor
Hiroki Ito,JPN,DF,26.0,Bayern Munich,GER-Bundesliga,920,10.22,1,2,0.1,0.2,3,7,3,13,0,0,0.0,0.0,0.0,90,100,34.0,79.02,Orta
Hjalmar Ekdal,SWE,DF,26.0,Burnley,ENG-Premier League,1539,17.1,0,0,0.0,0.0,1,1,17,12,0,0,0.0,0.0,0.0,100,40,38.0,33.4,Zor
Honest Ahanor,ITA,DF,17.0,Atalanta,ITA-Serie A,1377,15.3,0,0,0.0,0.0,4,2,20,24,2,1,0.0,0.0,0.0,90,75,48.28,59.63,Zor
Hrvoje Smolčić,CRO,DF,24.0,Kocaelispor,TUR-Super Lig,2226,24.73,1,1,0.04,0.04,5,24,22,36,2,0,0.0,0.0,0.0,90,40,34.0,36.73,Zor
Hugo Bueno,ESP,"MF,DF",22.0,Wolves,ENG-Premier League,2366,26.29,1,2,0.04,0.08,6,166,35,33,3,0,0.0,0.0,0.0,100,40,38.0,36.3,Zor
Hugo Duro,ESP,FW,25.0,Valencia,ESP-La Liga,1979,21.99,10,0,0.45,0.0,14,1,9,3,4,0,0.0,0.0,0.0,95,40,38.0,34.94,Zor
Hugo Ekitike,FRA,FW,23.0,Liverpool,ENG-Premier League,1803,20.03,11,4,0.55,0.2,19,7,7,4,0,0,0.0,0.0,0.0,100,95,38.0,81.52,Orta
Hugo Larsson,SWE,MF,21.0,Frankfurt,GER-Bundesliga,1812,20.13,2,2,0.1,0.1,6,9,9,27,0,0,0.0,0.0,0.0,90,75,34.0,65.82,Zor
Hugo Magnetti,FRA,MF,27.0,Brest,FRA-Ligue 1,2688,29.87,1,1,0.03,0.03,5,26,45,44,4,1,0.0,0.0,0.0,85,40,34.0,38.54,Zor
Hugo Rincón,ESP,DF,22.0,Girona,ESP-La Liga,1750,19.44,1,1,0.05,0.05,2,35,33,5,4,0,0.0,0.0,0.0,95,75,38.0,64.01,Zor
Hugo Sotelo,ESP,MF,21.0,Celta Vigo,ESP-La Liga,1338,14.87,0,2,0.0,0.13,1,44,16,13,3,0,0.0,0.0,0.0,95,40,38.0,32.7,Zor
Hugo Álvarez,ESP,"FW,MF",22.0,Celta Vigo,ESP-La Liga,1340,14.89,4,2,0.27,0.13,8,23,9,10,2,0,0.0,0.0,0.0,95,40,38.0,32.7,Zor
Hwang Hee-chan,KOR,"FW,MF",29.0,Wolves,ENG-Premier League,1446,16.07,2,2,0.12,0.12,6,19,4,12,5,0,0.0,0.0,0.0,100,40,38.0,33.07,Zor
Hwang Ui-jo,KOR,"MF,FW",32.0,Alanyaspor,TUR-Super Lig,2452,27.24,4,6,0.15,0.22,16,22,8,6,2,0,0.0,0.0,0.0,90,40,34.0,37.61,Zor
Hákon Haraldsson,ISL,MF,22.0,Lille,FRA-Ligue 1,2460,27.33,8,2,0.29,0.07,17,75,15,12,6,0,0.0,0.0,0.0,85,70,34.0,65.88,Zor
Héctor Bellerín,ESP,DF,30.0,Real Betis,ESP-La Liga,1822,20.24,2,3,0.1,0.15,5,29,16,14,2,0,0.0,0.0,0.0,95,40,38.0,34.39,Zor
Héliton,BRA,DF,29.0,Göztepe,TUR-Super Lig,2870,31.89,0,1,0.0,0.03,8,0,16,30,10,1,0.0,0.0,0.0,90,40,34.0,39.26,Zor
Hüseyin Türkmen,TUR,DF,27.0,Antalyaspor,TUR-Super Lig,1430,15.89,0,0,0.0,0.0,1,5,11,32,0,0,0.0,0.0,0.0,90,40,34.0,33.61,Zor
Iago Aspas,ESP,"FW,MF",37.0,Celta Vigo,ESP-La Liga,1140,12.67,5,3,0.39,0.24,12,24,11,12,4,0,0.0,0.0,0.0,95,40,38.0,32.0,Zor
Ian Maatsen,NED,DF,23.0,Aston Villa,ENG-Premier League,1605,17.83,0,1,0.0,0.06,5,54,31,18,2,0,0.0,0.0,0.0,100,80,38.0,67.26,Zor
Ianis Hagi,ROU,"MF,FW",26.0,Alanyaspor,TUR-Super Lig,1402,15.58,3,2,0.19,0.13,11,97,14,5,4,0,0.0,0.0,0.0,90,40,34.0,33.5,Zor
Ibrahim Maza,ALG,MF,19.0,Leverkusen,GER-Bundesliga,1849,20.54,3,4,0.15,0.19,17,64,24,16,2,0,0.0,0.0,0.0,90,85,34.0,74.9,Zor
Ibrahim Mbaye,SEN,"FW,MF",17.0,PSG,FRA-Ligue 1,1006,11.18,3,2,0.27,0.18,10,16,7,4,0,0,0.0,0.0,0.0,85,100,34.0,79.86,Orta
Ibrahim Olawoyin,NGA,MF,27.0,Rizespor,TUR-Super Lig,2024,22.49,1,1,0.04,0.04,5,21,25,17,3,0,0.0,0.0,0.0,90,40,34.0,35.94,Zor
Ibrahim Sangaré,CIV,MF,27.0,Nottingham,ENG-Premier League,2075,23.06,2,2,0.09,0.09,5,8,32,22,5,0,0.0,0.0,0.0,100,40,38.0,35.28,Zor
Ibrahima Konaté,FRA,DF,26.0,Liverpool,ENG-Premier League,3090,34.33,1,0,0.03,0.0,4,3,31,28,7,0,0.0,0.0,0.0,100,95,38.0,92.25,Kolay
Ibrahima Sissoko,MLI,"MF,DF",27.0,Nantes,FRA-Ligue 1,803,8.92,0,0,0.0,0.0,0,6,7,16,4,0,0.0,0.0,0.0,85,40,34.0,31.15,Zor
Idrissa Gueye,SEN,MF,35.0,Everton,ENG-Premier League,2093,23.26,2,3,0.09,0.13,7,19,21,29,1,1,0.0,0.0,0.0,100,40,38.0,35.35,Zor
Idrissa Touré,GER,MF,27.0,Pisa,ITA-Serie A,2279,25.32,1,0,0.04,0.0,8,67,28,25,4,1,0.0,0.0,0.0,90,40,48.28,34.29,Zor
Ifechukwu Ogbus,SUI,DF,19.0,Freiburg,GER-Bundesliga,1177,13.08,0,0,0.0,0.0,2,3,16,13,1,0,0.0,0.0,0.0,90,40,34.0,32.62,Zor
Iglesias,ESP,DF,27.0,Getafe,ESP-La Liga,3185,35.39,1,2,0.03,0.06,5,108,72,28,4,0,0.0,0.0,0.0,95,40,38.0,39.18,Zor
Ignatius Ganago,CMR,FW,26.0,Nantes,FRA-Ligue 1,839,9.32,3,1,0.32,0.11,7,9,3,2,1,0,0.0,0.0,0.0,85,40,34.0,31.29,Zor
Igor Carioca,BRA,DF,28.0,Lorient,FRA-Ligue 1,1213,13.48,1,0,0.07,0.0,1,21,19,13,1,0,0.0,0.0,0.0,85,40,34.0,32.76,Zor
Igor Jesus,BRA,FW,24.0,Nottingham,ENG-Premier League,2298,25.53,6,4,0.24,0.16,21,10,16,2,2,0,0.0,0.0,0.0,100,40,38.0,36.06,Zor
Igor Lichnovsky,CHI,DF,31.0,Karagümrük,TUR-Super Lig,1170,13.0,0,2,0.0,0.15,0,1,11,17,3,0,0.0,0.0,0.0,90,40,34.0,32.59,Zor
Igor Matanović,CRO,FW,22.0,Freiburg,GER-Bundesliga,1571,17.46,11,2,0.63,0.11,19,0,11,9,0,0,0.0,0.0,0.0,90,40,34.0,34.16,Zor
Igor Paixão,BRA,MF,25.0,Marseille,FRA-Ligue 1,1975,21.94,6,5,0.27,0.23,23,57,12,17,3,0,0.0,0.0,0.0,85,70,34.0,62.55,Zor
Igor Thiago,BRA,FW,24.0,Brentford,ENG-Premier League,3282,36.47,22,1,0.6,0.03,43,19,21,12,7,0,0.0,0.0,0.0,100,40,38.0,39.52,Zor
Igor Zubeldia,ESP,DF,28.0,Real Sociedad,ESP-La Liga,2082,23.13,0,1,0.0,0.04,1,0,21,23,9,0,0.0,0.0,0.0,95,75,38.0,66.2,Zor
Iker Losada,ESP,MF,23.0,Levante,ESP-La Liga,902,10.02,3,1,0.3,0.1,4,22,12,10,1,0,0.0,0.0,0.0,95,40,38.0,31.16,Zor
Iker Muñoz,ESP,MF,22.0,Osasuna,ESP-La Liga,952,10.58,0,0,0.0,0.0,4,6,7,12,5,0,0.0,0.0,0.0,95,40,38.0,31.34,Zor
Ilaix Moriba,GUI,MF,22.0,Celta Vigo,ESP-La Liga,2495,27.72,2,3,0.07,0.11,5,2,42,24,8,0,0.0,0.0,0.0,95,40,38.0,36.75,Zor
Ilan Kebbal,ALG,"MF,FW",27.0,Paris FC,FRA-Ligue 1,2222,24.69,9,4,0.36,0.16,20,110,15,7,7,0,0.0,0.0,0.0,85,40,34.0,36.71,Zor
Ilia Gruev,BUL,MF,25.0,Leeds United,ENG-Premier League,1323,14.7,0,3,0.0,0.2,1,16,13,14,3,0,0.0,0.0,0.0,100,40,38.0,32.64,Zor
Ilias Akhomach,MAR,"MF,FW",21.0,Rayo Vallecano,ESP-La Liga,897,9.97,0,1,0.0,0.1,8,31,14,2,2,0,0.0,0.0,0.0,95,40,38.0,31.15,Zor
Iliman Ndiaye,SEN,MF,25.0,Everton,ENG-Premier League,2778,30.87,6,3,0.19,0.1,22,55,40,17,2,0,0.0,0.0,0.0,100,40,38.0,37.75,Zor
Illia Zabarnyi,UKR,DF,22.0,PSG,FRA-Ligue 1,2387,26.52,1,0,0.04,0.0,3,0,20,20,6,0,0.0,0.0,0.0,85,100,34.0,93.4,Kolay
Ilter Tashkin,AZE,MF,31.0,Eyüpspor,TUR-Super Lig,1071,11.9,0,0,0.0,0.0,3,1,19,12,6,0,0.0,0.0,0.0,90,40,34.0,32.2,Zor
Ilyas Ansah,GER,"MF,FW",20.0,Union Berlin,GER-Bundesliga,1892,21.02,5,1,0.24,0.05,12,19,9,4,1,0,0.0,0.0,0.0,90,40,34.0,35.42,Zor
Ilyas Chaira,MAR,"MF,FW",24.0,Oviedo,ESP-La Liga,2447,27.19,6,2,0.22,0.07,35,74,34,4,2,1,0.0,0.0,0.0,95,40,38.0,36.59,Zor
Indrit Tuci,ALB,"FW,MF",24.0,Kayserispor,TUR-Super Lig,790,8.78,3,0,0.34,0.0,14,2,6,4,1,0,0.0,0.0,0.0,90,40,34.0,31.1,Zor
Ionuț Radu,ROU,GK,28.0,Celta Vigo,ESP-La Liga,3420,38.0,0,0,0.0,0.0,0,0,0,1,2,0,111.0,10.0,48.0,95,40,38.0,40.0,Zor
Isaac Palazón Camacho,ESP,"MF,FW",30.0,Rayo Vallecano,ESP-La Liga,2248,24.98,3,3,0.12,0.12,15,105,12,3,10,1,0.0,0.0,0.0,95,40,38.0,35.89,Zor
Isaac Romero,ESP,"FW,MF",25.0,Sevilla,ESP-La Liga,1484,16.49,4,0,0.24,0.0,14,10,10,5,6,1,0.0,0.0,0.0,95,40,38.0,33.21,Zor
Isak Hien,SWE,DF,26.0,Atalanta,ITA-Serie A,1970,21.89,1,0,0.05,0.0,3,0,34,29,5,0,0.0,0.0,0.0,90,75,48.28,62.7,Zor
Ismail Jakobs,SEN,DF,25.0,Galatasaray,TUR-Super Lig,1301,14.46,0,1,0.0,0.07,0,51,14,13,1,0,0.0,0.0,0.0,90,100,34.0,82.76,Orta
Ismaila Sarr,SEN,MF,27.0,Crystal Palace,ENG-Premier League,2174,24.16,9,1,0.37,0.04,21,24,9,7,2,0,0.0,0.0,0.0,100,70,38.0,62.35,Zor
Ismaël Doukouré,FRA,"DF,MF",22.0,Strasbourg,FRA-Ligue 1,2072,23.02,0,2,0.0,0.09,3,3,11,24,4,2,0.0,0.0,0.0,85,40,34.0,36.12,Zor
Ismaël Koné,CAN,MF,23.0,Sassuolo,ITA-Serie A,2737,30.41,6,0,0.2,0.0,10,5,18,12,5,1,0.0,0.0,0.0,90,40,48.28,35.56,Zor
Ismaëlo Ganiou,FRA,DF,20.0,Lens,FRA-Ligue 1,2014,22.38,3,0,0.13,0.0,4,17,27,29,4,1,0.0,0.0,0.0,85,70,34.0,62.82,Zor
Issa Soumaré,SEN,"FW,MF",24.0,Le Havre,FRA-Ligue 1,2948,32.76,8,5,0.24,0.15,28,61,20,12,3,0,0.0,0.0,0.0,85,40,34.0,39.56,Zor
Ivan Brnić,CRO,MF,23.0,Başakşehir,TUR-Super Lig,945,10.5,4,3,0.38,0.29,9,89,1,7,0,0,0.0,0.0,0.0,90,75,34.0,59.45,Zor
Ivan Provedel,ITA,GK,31.0,Lazio,ITA-Serie A,2430,27.0,0,0,0.0,0.0,0,0,0,0,1,0,87.0,12.0,27.0,90,75,48.28,65.08,Zor
Ivan Smolčić,CRO,DF,24.0,Como,ITA-Serie A,1662,18.47,0,1,0.0,0.05,4,29,24,23,8,0,0.0,0.0,0.0,90,40,48.28,32.59,Zor
Ivo Grbić,CRO,GK,29.0,Karagümrük,TUR-Super Lig,2880,32.0,0,0,0.0,0.0,0,0,5,1,3,0,116.0,6.0,53.0,90,40,34.0,39.29,Zor
Iván Martín,ESP,MF,26.0,Girona,ESP-La Liga,2532,28.13,0,1,0.0,0.04,5,15,39,17,5,1,0.0,0.0,0.0,95,75,38.0,69.16,Zor
Iván Romero,ESP,"FW,MF",24.0,Levante,ESP-La Liga,2259,25.1,7,1,0.28,0.04,18,21,22,12,5,0,0.0,0.0,0.0,95,40,38.0,35.93,Zor
Iñaki Peña,ESP,GK,26.0,Elche,ESP-La Liga,1440,16.0,0,0,0.0,0.0,0,0,0,0,0,0,55.0,4.0,28.0,95,40,38.0,33.05,Zor
Iñaki Williams,GHA,"MF,FW",31.0,Athletic Club,ESP-La Liga,2157,23.97,3,6,0.13,0.25,20,67,9,8,2,0,0.0,0.0,0.0,95,75,38.0,66.69,Zor
Iñigo Ruiz de Galarreta,ESP,MF,31.0,Athletic Club,ESP-La Liga,2206,24.51,1,2,0.04,0.08,2,62,32,24,10,0,0.0,0.0,0.0,95,75,38.0,67.01,Zor
Jack Grealish,ENG,MF,29.0,Everton,ENG-Premier League,1627,18.08,2,6,0.11,0.33,8,39,15,11,5,1,0.0,0.0,0.0,100,40,38.0,33.71,Zor
Jack Harrison,ENG,FW,28.0,Fiorentina,ENG-Premier League,1250,13.89,1,3,0.07,0.22,6,73,8,6,1,0,0.0,0.0,0.0,100,40,38.0,32.39,Zor
Jack Hinshelwood,ENG,MF,20.0,Brighton,ENG-Premier League,1741,19.34,4,3,0.21,0.16,15,7,13,6,0,0,0.0,0.0,0.0,100,75,38.0,63.95,Zor
Jackson Irvine,AUS,MF,32.0,St Pauli,GER-Bundesliga,1624,18.04,0,1,0.0,0.06,4,13,17,28,2,1,0.0,0.0,0.0,90,40,34.0,34.37,Zor
Jackson Muleka,COD,"MF,FW",25.0,Konyaspor,TUR-Super Lig,2221,24.68,6,3,0.24,0.12,25,23,26,17,4,0,0.0,0.0,0.0,90,40,34.0,36.71,Zor
Jackson Tchatchoua,CMR,"MF,DF",23.0,Wolves,ENG-Premier League,1845,20.5,0,1,0.0,0.05,1,90,15,14,3,0,0.0,0.0,0.0,100,40,38.0,34.47,Zor
Jacob Bruun Larsen,DEN,"MF,FW",26.0,Burnley,ENG-Premier League,1030,11.44,0,1,0.0,0.09,4,42,3,6,0,0,0.0,0.0,0.0,100,40,38.0,31.61,Zor
Jacob Murphy,ENG,"FW,MF",30.0,Newcastle,ENG-Premier League,1617,17.97,3,2,0.17,0.11,13,125,12,6,2,0,0.0,0.0,0.0,100,75,38.0,63.14,Zor
Jacob Ramsey,ENG,MF,24.0,Newcastle,ENG-Premier League,1450,16.11,2,3,0.12,0.19,4,8,21,9,5,1,0.0,0.0,0.0,100,75,38.0,62.04,Zor
Jacobo Ramón,ESP,DF,20.0,Como,ITA-Serie A,2742,30.47,2,0,0.07,0.0,9,11,32,38,11,1,0.0,0.0,0.0,90,40,48.28,35.57,Zor
Jacques Ekomie,GAB,"DF,MF",21.0,Angers,FRA-Ligue 1,2239,24.88,0,0,0.0,0.0,3,65,32,31,3,0,0.0,0.0,0.0,85,40,34.0,36.78,Zor
Jadon Sancho,ENG,MF,25.0,Aston Villa,ENG-Premier League,876,9.73,0,2,0.0,0.21,3,23,2,2,0,0,0.0,0.0,0.0,100,80,38.0,62.15,Zor
Jahmai Simpson-Pusey,ENG,DF,19.0,Köln,GER-Bundesliga,863,9.59,0,0,0.0,0.0,3,2,8,12,2,1,0.0,0.0,0.0,90,40,34.0,31.38,Zor
Jaidon Anthony,ENG,MF,25.0,Burnley,ENG-Premier League,2722,30.24,8,2,0.26,0.07,23,80,21,16,4,0,0.0,0.0,0.0,100,40,38.0,37.55,Zor
Jaka Bijol,SVN,DF,26.0,Leeds United,ENG-Premier League,1890,21.0,1,2,0.05,0.1,6,1,13,22,4,0,0.0,0.0,0.0,100,40,38.0,34.63,Zor
Jake O'Brien,IRL,DF,24.0,Everton,ENG-Premier League,3120,34.67,1,1,0.03,0.03,6,49,32,13,6,1,0.0,0.0,0.0,100,40,38.0,38.95,Zor
Jakub Kamiński,POL,"MF,FW",23.0,Köln,GER-Bundesliga,3016,33.51,7,3,0.21,0.09,25,115,27,25,4,0,0.0,0.0,0.0,90,40,34.0,39.83,Zor
Jakub Piotrowski,POL,MF,27.0,Udinese,ITA-Serie A,1696,18.84,1,1,0.05,0.05,9,25,25,15,2,0,0.0,0.0,0.0,90,40,48.28,32.68,Zor
James Garner,ENG,"MF,DF",24.0,Everton,ENG-Premier League,3413,37.92,2,7,0.05,0.18,14,205,72,57,12,0,0.0,0.0,0.0,100,40,38.0,39.97,Zor
James Hill,ENG,DF,23.0,Bournemouth,ENG-Premier League,2106,23.4,0,3,0.0,0.13,2,11,20,37,5,0,0.0,0.0,0.0,100,70,38.0,61.93,Zor
James Justin,ENG,"DF,MF",27.0,Leeds United,ENG-Premier League,1901,21.12,2,1,0.09,0.05,6,38,38,26,4,0,0.0,0.0,0.0,100,40,38.0,34.67,Zor
James Sands,USA,MF,25.0,St Pauli,GER-Bundesliga,1934,21.49,1,0,0.05,0.0,4,9,23,41,4,0,0.0,0.0,0.0,90,40,34.0,35.58,Zor
James Tarkowski,ENG,DF,32.0,Everton,ENG-Premier League,3330,37.0,2,3,0.05,0.08,10,7,30,29,8,0,0.0,0.0,0.0,100,40,38.0,39.68,Zor
James Ward-Prowse,ENG,MF,30.0,Burnley,ENG-Premier League,1097,12.19,0,1,0.0,0.08,2,74,6,21,1,0,0.0,0.0,0.0,100,40,38.0,31.85,Zor
Jamie Leweling,GER,MF,24.0,Stuttgart,GER-Bundesliga,2367,26.3,7,9,0.27,0.34,18,123,12,13,4,0,0.0,0.0,0.0,90,75,34.0,69.9,Zor
Jamie Vardy,ENG,FW,38.0,Cremonese,ITA-Serie A,2105,23.39,7,2,0.3,0.09,14,14,10,3,5,0,0.0,0.0,0.0,90,40,48.28,33.81,Zor
Jamil Siebert,GER,DF,23.0,Lecce,ITA-Serie A,1701,18.9,1,0,0.05,0.0,2,5,15,15,3,0,0.0,0.0,0.0,90,40,48.28,32.7,Zor
Jan Oblak,SVN,GK,32.0,Atlético Madrid,ESP-La Liga,2700,30.0,0,0,0.0,0.0,0,0,0,0,0,0,75.0,11.0,31.0,95,92,38.0,86.19,Kolay
Jan Paul van Hecke,NED,DF,25.0,Brighton,ENG-Premier League,3210,35.67,3,3,0.08,0.08,10,23,31,45,9,0,0.0,0.0,0.0,100,75,38.0,73.62,Zor
Jan Schöppner,GER,MF,26.0,Heidenheim,GER-Bundesliga,2252,25.02,3,3,0.12,0.12,7,14,17,32,5,0,0.0,0.0,0.0,90,40,34.0,36.83,Zor
Jan Thielmann,GER,"MF,FW",23.0,Köln,GER-Bundesliga,1540,17.11,3,1,0.18,0.06,10,36,12,13,4,0,0.0,0.0,0.0,90,40,34.0,34.04,Zor
Jan Virgili,ESP,"MF,FW",19.0,Mallorca,ESP-La Liga,1792,19.91,2,4,0.1,0.2,16,47,10,7,0,1,0.0,0.0,0.0,95,40,38.0,34.29,Zor
Jan-Niklas Beste,GER,MF,26.0,Freiburg,GER-Bundesliga,1704,18.93,2,2,0.11,0.11,14,106,24,17,5,0,0.0,0.0,0.0,90,40,34.0,34.68,Zor
Janderson,BRA,FW,26.0,Göztepe,TUR-Super Lig,2451,27.23,6,3,0.22,0.11,25,25,19,4,8,0,0.0,0.0,0.0,90,40,34.0,37.61,Zor
Janik Haberer,GER,MF,31.0,Union Berlin,GER-Bundesliga,1646,18.29,0,1,0.0,0.05,1,67,19,10,8,0,0.0,0.0,0.0,90,40,34.0,34.46,Zor
Janis Blaswich,GER,GK,34.0,Leverkusen,GER-Bundesliga,931,10.34,0,0,0.0,0.0,0,0,0,0,1,0,41.0,3.0,9.0,90,85,34.0,67.26,Zor
Jankat Yilmaz,TUR,GK,20.0,Eyüpspor,TUR-Super Lig,1260,14.0,0,0,0.0,0.0,0,0,0,0,3,0,50.0,4.0,18.0,90,40,34.0,32.94,Zor
Jarell Quansah,ENG,DF,22.0,Leverkusen,GER-Bundesliga,2299,25.54,4,0,0.16,0.0,8,22,22,26,9,0,0.0,0.0,0.0,90,85,34.0,78.65,Orta
Jari Vandeputte,BEL,MF,29.0,Cremonese,ITA-Serie A,1944,21.6,1,5,0.05,0.23,8,162,21,18,3,0,0.0,0.0,0.0,90,40,48.28,33.37,Zor
Jarrod Bowen,ENG,"MF,FW",28.0,West Ham,ENG-Premier League,3403,37.81,9,11,0.24,0.29,28,148,28,27,4,0,0.0,0.0,0.0,100,40,38.0,39.94,Zor
Javi Galán,ESP,DF,30.0,Osasuna,ESP-La Liga,1806,20.07,0,1,0.0,0.05,1,91,32,28,3,0,0.0,0.0,0.0,95,40,38.0,34.34,Zor
Javi López,ESP,DF,23.0,Oviedo,ESP-La Liga,1711,19.01,0,1,0.0,0.05,1,60,23,20,3,1,0.0,0.0,0.0,95,40,38.0,34.0,Zor
